Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,National LGA Name 2017,Christmas Period,Easter Period,Age_Group,Day of week,Time of day,Case
20212133,Vic,9,2021,Sunday,0:00,Single,,,,,Motorcycle rider,Male,38,Inner Regional Australia,Yarra Ranges (S),No,No,26_to_39,Weekend,Night,1
20214022,SA,9,2021,Saturday,23:00,Multiple,No,No,No,110,Pedestrian,Female,28,Major Cities of Australia,Playford (C),No,No,26_to_39,Weekend,Night,1
20212096,Vic,9,2021,Saturday,23:00,Single,,,,,Passenger,Male,19,Inner Regional Australia,Wangaratta (RC),No,No,17_to_25,Weekend,Night,1
20212145,Vic,9,2021,Saturday,22:00,Single,,,,,Driver,Male,23,Outer Regional Australia,Wangaratta (RC),No,No,17_to_25,Weekend,Night,1
20212075,Vic,9,2021,Saturday,5:00,Single,,,,,Motorcycle rider,Male,46,Major Cities of Australia,Casey (C),No,No,40_to_64,Weekend,Night,1
20213034,Qld,9,2021,Saturday,4:00,Multiple,No,No,No,100,Motorcycle rider,Male,19,Major Cities of Australia,Brisbane (C),No,No,17_to_25,Weekend,Night,1
20212015,Vic,9,2021,Thursday,19:00,Multiple,,,,,Other/-9,Male,17,Major Cities of Australia,Wyndham (C),No,No,17_to_25,Weekday,Night,1
20213026,Qld,9,2021,Wednesday,23:00,Multiple,No,No,No,,Passenger,Female,2,Major Cities of Australia,Ipswich (C),No,No,0_to_16,Weekday,Night,1
20213092,Qld,9,2021,Saturday,2:00,Single,No,No,No,60,Driver,Male,47,Major Cities of Australia,Logan (C),No,No,40_to_64,Weekend,Night,1
20214053,SA,9,2021,Thursday,21:00,Single,No,No,No,80,Driver,Male,24,Inner Regional Australia,Adelaide Hills (DC),No,No,17_to_25,Weekday,Night,1
20213178,Qld,9,2021,Sunday,21:00,Multiple,No,No,No,50,Motorcycle rider,Male,52,Major Cities of Australia,Gold Coast (C),No,No,40_to_64,Weekend,Night,1
20211068,NSW,9,2021,Tuesday,21:00,Single,No,No,No,60,Driver,Female,32,Inner Regional Australia,Central Coast,No,No,26_to_39,Weekday,Night,1
20213026,Qld,9,2021,Wednesday,23:00,Multiple,No,No,No,,Driver,Male,34,Major Cities of Australia,Ipswich (C),No,No,26_to_39,Weekday,Night,1
20211169,NSW,9,2021,Saturday,8:00,Single,No,No,No,110,Motorcycle rider,Male,26,Inner Regional Australia,Tweed,No,No,26_to_39,Weekend,Day,1
20213169,Qld,9,2021,Sunday,13:00,Single,No,No,No,100,Driver,Male,52,Outer Regional Australia,South Burnett (R),No,No,40_to_64,Weekend,Day,1
20211088,NSW,9,2021,Saturday,8:00,Single,No,No,No,100,Passenger,Female,11,Outer Regional Australia,Carrathool,No,No,0_to_16,Weekend,Day,1
20211025,NSW,9,2021,Sunday,10:00,Single,No,No,No,100,Driver,Male,46,Outer Regional Australia,Mid-Western Regional,No,No,40_to_64,Weekend,Day,1
20212060,Vic,9,2021,Sunday,10:00,Single,,,,,Motorcycle rider,Male,49,Major Cities of Australia,Melton (C),No,No,40_to_64,Weekend,Day,1
20212135,Vic,9,2021,Saturday,11:00,Single,,,,50,Motorcycle rider,Male,45,Major Cities of Australia,Casey (C),No,No,40_to_64,Weekend,Day,1
20212046,Vic,9,2021,Sunday,14:00,Multiple,,,,60,Pedal cyclist,Male,52,Major Cities of Australia,Hobsons Bay (C),No,No,40_to_64,Weekend,Day,1
20211011,NSW,9,2021,Saturday,6:00,Single,No,No,No,100,Driver,Male,19,Inner Regional Australia,Port Macquarie-Hastings,No,No,17_to_25,Weekend,Day,1
20212039,Vic,9,2021,Saturday,9:00,Single,,,,,Driver,Male,20,Inner Regional Australia,Greater Bendigo (C),No,No,17_to_25,Weekend,Day,1
20211094,NSW,9,2021,Saturday,14:00,Single,No,No,No,50,Motorcycle rider,Male,36,Major Cities of Australia,Port Stephens,No,No,26_to_39,Weekend,Day,1
20217011,NT,9,2021,Sunday,8:00,Multiple,No,No,No,80,Motorcycle rider,Male,71,Outer Regional Australia,Darwin (C),No,No,65_to_74,Weekend,Day,1
20213099,Qld,9,2021,Saturday,11:00,Single,No,No,No,100,Motorcycle rider,Male,24,Major Cities of Australia,Moreton Bay (R),No,No,17_to_25,Weekend,Day,1
20213016,Qld,9,2021,Sunday,11:00,Multiple,No,No,No,100,Driver,Male,19,Inner Regional Australia,Logan (C),No,No,17_to_25,Weekend,Day,1
20214037,SA,9,2021,Saturday,13:00,Single,No,No,No,80,Motorcycle rider,Male,31,Inner Regional Australia,Clare and Gilbert Valleys (DC),No,No,26_to_39,Weekend,Day,1
20211158,NSW,9,2021,Sunday,16:00,Multiple,No,No,Yes,50,Driver,Female,86,Outer Regional Australia,Liverpool Plains,No,No,75_or_older,Weekend,Day,1
20211034,NSW,9,2021,Thursday,11:00,Single,No,No,No,50,Motorcycle rider,Male,37,Inner Regional Australia,Tamworth Regional,No,No,26_to_39,Weekday,Day,1
20212152,Vic,9,2021,Saturday,23:00,Single,,,,,Passenger,Female,22,Major Cities of Australia,Melton (C),No,No,17_to_25,Weekend,Night,1
20212073,Vic,9,2021,Tuesday,12:00,Multiple,,,,,Passenger,Female,42,Outer Regional Australia,Horsham (RC),No,No,40_to_64,Weekday,Day,1
20213187,Qld,9,2021,Wednesday,7:00,Multiple,No,Yes,Yes,100,Driver,Male,62,Major Cities of Australia,Brisbane (C),No,No,40_to_64,Weekday,Day,1
20211104,NSW,9,2021,Tuesday,8:00,Single,No,No,No,100,Driver,Male,64,Inner Regional Australia,Kyogle,No,No,40_to_64,Weekday,Day,1
20212092,Vic,9,2021,Thursday,8:00,Single,,,,100,Driver,Male,51,Inner Regional Australia,Cardinia (S),No,No,40_to_64,Weekday,Day,1
20213124,Qld,9,2021,Thursday,9:00,Single,No,No,No,100,Driver,Male,34,Inner Regional Australia,Lockyer Valley (R),No,No,26_to_39,Weekday,Day,1
20212033,Vic,9,2021,Tuesday,14:00,Multiple,,,,,Pedal cyclist,Male,62,Inner Regional Australia,Warrnambool (C),No,No,40_to_64,Weekday,Day,1
20211040,NSW,9,2021,Thursday,17:00,Single,No,No,No,100,Driver,Male,60,Outer Regional Australia,Narrabri,No,No,40_to_64,Weekday,Day,1
20213183,Qld,9,2021,Wednesday,15:00,Single,No,No,No,60,Motorcycle rider,Male,34,Major Cities of Australia,Brisbane (C),No,No,26_to_39,Weekday,Day,1
20214055,SA,9,2021,Wednesday,11:00,Single,No,No,No,100,Motorcycle rider,Male,74,Inner Regional Australia,Adelaide Hills (DC),No,No,65_to_74,Weekday,Day,1
20214007,SA,9,2021,Wednesday,8:00,Multiple,No,Yes,No,60,Pedal cyclist,Female,70,Major Cities of Australia,West Torrens (C),No,No,65_to_74,Weekday,Day,1
20212073,Vic,9,2021,Tuesday,12:00,Multiple,,,,,Driver,Female,71,Outer Regional Australia,Horsham (RC),No,No,65_to_74,Weekday,Day,1
20213066,Qld,9,2021,Thursday,19:00,Single,No,No,No,100,Driver,Female,32,Remote Australia,Isaac (R),No,No,26_to_39,Weekday,Night,1
20211137,NSW,9,2021,Friday,14:00,Multiple,No,No,No,70,Pedal cyclist,Male,68,Major Cities of Australia,Central Coast,No,No,65_to_74,Weekday,Day,1
20216016,Tas,9,2021,Monday,17:00,Single,No,No,No,100,Driver,Male,68,Outer Regional Australia,Waratah/Wynyard (M),No,No,65_to_74,Weekday,Day,1
20212156,Vic,9,2021,Thursday,16:00,Single,,,,,Driver,Male,69,Major Cities of Australia,Casey (C),No,No,65_to_74,Weekday,Day,1
20212013,Vic,9,2021,Friday,15:00,Multiple,,,,,Pedal cyclist,Male,78,Major Cities of Australia,Moonee Valley (C),No,No,75_or_older,Weekday,Day,1
20211068,NSW,9,2021,Tuesday,21:00,Single,No,No,No,60,Passenger,Female,6,Inner Regional Australia,Central Coast,No,No,0_to_16,Weekday,Night,1
20216003,Tas,9,2021,Thursday,13:00,Single,No,No,No,50,Driver,Female,84,Outer Regional Australia,Central Coast (M) (Tas.),No,No,75_or_older,Weekday,Day,1
20212098,Vic,9,2021,Thursday,5:00,Single,,,,,Motorcycle rider,Male,50,Major Cities of Australia,Nillumbik (S),No,No,40_to_64,Weekday,Night,1
20212015,Vic,9,2021,Thursday,19:00,Multiple,,,,,Other/-9,Male,15,Major Cities of Australia,Wyndham (C),No,No,0_to_16,Weekday,Night,1
20212015,Vic,9,2021,Thursday,19:00,Multiple,,,,,Other/-9,Male,16,Major Cities of Australia,Wyndham (C),No,No,0_to_16,Weekday,Night,1
20212015,Vic,9,2021,Thursday,19:00,Multiple,,,,,Driver,Male,16,Major Cities of Australia,Wyndham (C),No,No,0_to_16,Weekday,Night,1
20213017,Qld,9,2021,Wednesday,20:00,Single,No,No,No,110,Driver,Male,63,Major Cities of Australia,Gold Coast (C),No,No,40_to_64,Weekday,Night,1
20211049,NSW,9,2021,Tuesday,13:00,Multiple,No,No,No,90,Driver,Female,19,Inner Regional Australia,Clarence Valley,No,No,17_to_25,Weekday,Day,1
20213123,Qld,9,2021,Tuesday,8:00,Single,No,No,No,100,Driver,Male,26,Major Cities of Australia,Ipswich (C),No,No,26_to_39,Weekday,Day,1
20211073,NSW,9,2021,Wednesday,6:00,Single,No,No,No,70,Motorcycle rider,Male,32,Major Cities of Australia,Canterbury-Bankstown,No,No,26_to_39,Weekday,Day,1
20214058,SA,9,2021,Friday,13:00,Multiple,No,Yes,No,100,Driver,Male,77,Major Cities of Australia,Mitcham (C),No,No,75_or_older,Weekday,Day,1
20212011,Vic,9,2021,Friday,13:00,Multiple,,,,,Passenger,Male,85,Major Cities of Australia,Casey (C),No,No,75_or_older,Weekday,Day,1
20212011,Vic,9,2021,Friday,13:00,Multiple,,,,,Driver,Female,84,Major Cities of Australia,Casey (C),No,No,75_or_older,Weekday,Day,1
20211068,NSW,9,2021,Tuesday,21:00,Single,No,No,No,60,Passenger,Male,10,Inner Regional Australia,Central Coast,No,No,0_to_16,Weekday,Night,1
20213043,Qld,9,2021,Friday,23:00,Single,No,No,No,50,Pedestrian,Male,19,Inner Regional Australia,Scenic Rim (R),No,No,17_to_25,Weekend,Night,1
20211140,NSW,9,2021,Wednesday,20:00,Single,No,No,No,80,Pedestrian,Male,38,Major Cities of Australia,Queanbeyan-Palerang Regional,No,No,26_to_39,Weekday,Night,1
20213026,Qld,9,2021,Wednesday,23:00,Multiple,No,No,No,,Driver,Female,37,Major Cities of Australia,Ipswich (C),No,No,26_to_39,Weekday,Night,1
20213026,Qld,9,2021,Wednesday,23:00,Multiple,No,No,No,,Passenger,Male,39,Major Cities of Australia,Ipswich (C),No,No,26_to_39,Weekday,Night,1
20216013,Tas,9,2021,Tuesday,12:00,Single,No,No,No,50,Pedestrian,Female,4,Inner Regional Australia,Glenorchy (C),No,No,0_to_16,Weekday,Day,1
20211052,NSW,9,2021,Monday,8:00,Single,No,No,Yes,80,Pedestrian,Male,39,Major Cities of Australia,Lake Macquarie,No,No,26_to_39,Weekday,Day,1
20214067,SA,9,2021,Friday,14:00,Single,No,No,No,60,Pedestrian,Female,90,Major Cities of Australia,Charles Sturt (C),No,No,75_or_older,Weekday,Day,1
20212153,Vic,8,2021,Sunday,1:00,Single,No,No,No,60,Driver,Male,36,Major Cities of Australia,Mitchell (S),No,No,26_to_39,Weekend,Night,1
20211083,NSW,8,2021,Friday,18:00,Multiple,No,No,Yes,100,Driver,Male,35,Inner Regional Australia,Clarence Valley,No,No,26_to_39,Weekend,Night,1
20216009,Tas,8,2021,Sunday,1:00,Multiple,No,No,No,100,Driver,Male,56,Outer Regional Australia,Derwent Valley (M),No,No,40_to_64,Weekend,Night,1
20211180,NSW,8,2021,Friday,20:00,Multiple,No,No,No,50,Driver,Male,49,Major Cities of Australia,Bayside,No,No,40_to_64,Weekend,Night,1
20216020,Tas,8,2021,Saturday,19:00,Multiple,No,No,No,50,Motorcycle rider,Male,45,Inner Regional Australia,Launceston (C),No,No,40_to_64,Weekend,Night,1
20211087,NSW,8,2021,Saturday,18:00,Multiple,No,No,No,100,Driver,Male,34,Inner Regional Australia,Goulburn Mulwaree,No,No,26_to_39,Weekend,Night,1
20213184,Qld,8,2021,Saturday,23:00,Single,No,No,No,100,Driver,Male,31,Inner Regional Australia,Scenic Rim (R),No,No,26_to_39,Weekend,Night,1
20211046,NSW,8,2021,Saturday,0:00,Single,No,No,No,100,Driver,Male,20,Remote Australia,Lachlan,No,No,17_to_25,Weekend,Night,1
20213019,Qld,8,2021,Thursday,19:00,Single,No,No,No,100,Driver,Male,46,Very Remote Australia,Quilpie (S),No,No,40_to_64,Weekday,Night,1
20212153,Vic,8,2021,Sunday,1:00,Single,No,No,No,60,Passenger,Female,46,Major Cities of Australia,Mitchell (S),No,No,40_to_64,Weekend,Night,1
20213127,Qld,8,2021,Thursday,18:00,Multiple,No,No,No,100,Motorcycle rider,Male,59,Inner Regional Australia,Scenic Rim (R),No,No,40_to_64,Weekday,Night,1
20213033,Qld,8,2021,Saturday,11:00,Single,No,No,No,70,Driver,Male,27,Major Cities of Australia,Moreton Bay (R),No,No,26_to_39,Weekend,Day,1
20213175,Qld,8,2021,Sunday,14:00,Single,No,No,No,100,Motorcycle rider,Female,40,Outer Regional Australia,South Burnett (R),No,No,40_to_64,Weekend,Day,1
20213097,Qld,8,2021,Sunday,14:00,Single,No,No,No,80,Driver,Female,60,Inner Regional Australia,Rockhampton (R),No,No,40_to_64,Weekend,Day,1
20213185,Qld,8,2021,Saturday,12:00,Multiple,No,No,No,100,Driver,Male,70,Outer Regional Australia,Townsville (C),No,No,65_to_74,Weekend,Day,1
20212053,Vic,8,2021,Friday,19:00,Multiple,No,No,No,80,Driver,Male,77,Major Cities of Australia,Monash (C),No,No,75_or_older,Weekend,Night,1
20211187,NSW,8,2021,Saturday,15:00,Single,No,No,No,70,Motorcycle rider,Male,18,Major Cities of Australia,Lake Macquarie,No,No,17_to_25,Weekend,Day,1
20212086,Vic,8,2021,Sunday,11:00,Single,No,No,No,80,Motorcycle rider,Male,26,Major Cities of Australia,Knox (C),No,No,26_to_39,Weekend,Day,1
20212072,Vic,8,2021,Sunday,12:00,Multiple,No,No,No,50,Driver,Male,85,Inner Regional Australia,Baw Baw (S),No,No,75_or_older,Weekend,Day,1
20213163,Qld,8,2021,Friday,6:00,Single,No,No,No,100,Passenger,Male,29,Outer Regional Australia,South Burnett (R),No,No,26_to_39,Weekday,Day,1
20213098,Qld,8,2021,Monday,12:00,Single,No,No,No,100,Driver,Male,29,Remote Australia,Charters Towers (R),No,No,26_to_39,Weekday,Day,1
20212014,Vic,8,2021,Friday,9:00,Multiple,No,No,No,60,Driver,Female,35,Major Cities of Australia,Melbourne (C),No,No,26_to_39,Weekday,Day,1
20213071,Qld,8,2021,Sunday,5:00,Multiple,No,No,Yes,100,Passenger,Male,18,Outer Regional Australia,Isaac (R),No,No,17_to_25,Weekend,Night,1
20214057,SA,8,2021,Sunday,5:00,Multiple,No,Yes,No,110,Driver,Male,18,Outer Regional Australia,Loxton Waikerie (DC),No,No,17_to_25,Weekend,Night,1
20211007,NSW,8,2021,Wednesday,13:00,Single,No,No,No,70,Driver,Male,58,Major Cities of Australia,Canterbury-Bankstown,No,No,40_to_64,Weekday,Day,1
20212129,Vic,8,2021,Monday,11:00,Multiple,No,No,No,100,Driver,Male,24,Outer Regional Australia,Wellington (S),No,No,17_to_25,Weekday,Day,1
20216015,Tas,8,2021,Friday,15:00,Multiple,No,No,No,100,Passenger,Male,45,Outer Regional Australia,West Tamar (M),No,No,40_to_64,Weekday,Day,1
20211019,NSW,8,2021,Tuesday,6:00,Multiple,No,Yes,Yes,110,Driver,Male,48,Inner Regional Australia,Wollondilly,No,No,40_to_64,Weekday,Day,1
20212068,Vic,8,2021,Friday,10:00,Single,No,No,No,100,Driver,Female,51,Outer Regional Australia,Corangamite (S),No,No,40_to_64,Weekday,Day,1
20213098,Qld,8,2021,Monday,12:00,Single,No,No,No,100,Passenger,Male,40,Remote Australia,Charters Towers (R),No,No,40_to_64,Weekday,Day,1
20213049,Qld,8,2021,Friday,14:00,Single,No,No,No,50,Motorcycle rider,Male,51,Major Cities of Australia,Redland (C),No,No,40_to_64,Weekday,Day,1
20213138,Qld,8,2021,Monday,10:00,Single,No,No,Yes,100,Driver,Male,40,Inner Regional Australia,Toowoomba (R),No,No,40_to_64,Weekday,Day,1
20211116,NSW,8,2021,Tuesday,14:00,Single,No,No,No,100,Driver,Male,24,Outer Regional Australia,Broken Hill,No,No,17_to_25,Weekday,Day,1
20214032,SA,8,2021,Tuesday,16:00,Single,No,No,No,100,Driver,Male,68,Inner Regional Australia,Mid Murray (DC),No,No,65_to_74,Weekday,Day,1
20213117,Qld,8,2021,Monday,16:00,Multiple,No,No,No,70,Pedal cyclist,Male,70,Major Cities of Australia,Gold Coast (C),No,No,65_to_74,Weekday,Day,1
20211123,NSW,8,2021,Monday,14:00,Single,No,Yes,No,60,Passenger,Male,70,Inner Regional Australia,Wagga Wagga,No,No,65_to_74,Weekday,Day,1
20213112,Qld,8,2021,Monday,13:00,Multiple,No,No,No,,Driver,Male,67,Outer Regional Australia,Douglas (S),No,No,65_to_74,Weekday,Day,1
20211036,NSW,8,2021,Tuesday,9:00,Single,No,No,No,100,Driver,Male,18,Outer Regional Australia,Kempsey,No,No,17_to_25,Weekday,Day,1
20212157,Vic,8,2021,Tuesday,5:00,Multiple,No,No,No,80,Driver,Male,50,Major Cities of Australia,Hobsons Bay (C),No,No,40_to_64,Weekday,Night,1
20212014,Vic,8,2021,Friday,9:00,Multiple,No,No,No,60,Passenger,Female,8,Major Cities of Australia,Melbourne (C),No,No,0_to_16,Weekday,Day,1
20213096,Qld,8,2021,Monday,10:00,Multiple,No,No,No,70,Passenger,Female,79,Major Cities of Australia,Logan (C),No,No,75_or_older,Weekday,Day,1
20212132,Vic,8,2021,Wednesday,20:00,Single,No,No,No,80,Driver,Male,63,Outer Regional Australia,Mildura (RC),No,No,40_to_64,Weekday,Night,1
20211033,NSW,8,2021,Wednesday,5:00,Multiple,No,No,Yes,110,Driver,Male,64,Outer Regional Australia,Forbes,No,No,40_to_64,Weekday,Night,1
20213146,Qld,8,2021,Thursday,12:00,Single,No,No,No,100,Passenger,Male,85,Remote Australia,Charters Towers (R),No,No,75_or_older,Weekday,Day,1
20213053,Qld,8,2021,Monday,16:00,Single,No,No,No,100,Passenger,Female,83,Outer Regional Australia,Gympie (R),No,No,75_or_older,Weekday,Day,1
20211044,NSW,8,2021,Wednesday,17:00,Multiple,No,No,No,80,Driver,Female,83,Inner Regional Australia,Armidale Regional,No,No,75_or_older,Weekday,Day,1
20212125,Vic,8,2021,Thursday,7:00,Multiple,No,No,No,50,Driver,Female,83,Major Cities of Australia,Mornington Peninsula (S),No,No,75_or_older,Weekday,Day,1
20216015,Tas,8,2021,Friday,15:00,Multiple,No,No,No,100,Passenger,Female,75,Outer Regional Australia,West Tamar (M),No,No,75_or_older,Weekday,Day,1
20217004,NT,8,2021,Friday,15:00,Single,No,No,No,110,Passenger,Female,29,Very Remote Australia,MacDonnell (R),No,No,26_to_39,Weekday,Day,1
20211109,NSW,8,2021,Friday,3:00,Multiple,No,No,Yes,110,Driver,Female,41,Inner Regional Australia,Port Macquarie-Hastings,No,No,40_to_64,Weekday,Night,1
20211109,NSW,8,2021,Friday,3:00,Multiple,No,No,Yes,110,Driver,Male,52,Inner Regional Australia,Port Macquarie-Hastings,No,No,40_to_64,Weekday,Night,1
20212128,Vic,8,2021,Thursday,15:00,Single,No,No,No,,Passenger,Male,16,Inner Regional Australia,Moyne (S),No,No,0_to_16,Weekday,Day,1
20212128,Vic,8,2021,Thursday,15:00,Single,No,No,No,,Passenger,Female,19,Inner Regional Australia,Moyne (S),No,No,17_to_25,Weekday,Day,1
20217019,NT,8,2021,Thursday,18:00,Multiple,No,No,No,90,Motorcycle rider,Male,50,Remote Australia,Alice Springs (T),No,No,40_to_64,Weekday,Night,1
20213074,Qld,8,2021,Monday,20:00,Single,No,No,No,50,Driver,Male,69,Major Cities of Australia,Gold Coast (C),No,No,65_to_74,Weekday,Night,1
20212002,Vic,8,2021,Tuesday,17:00,Single,No,No,No,100,Driver,Male,20,Inner Regional Australia,Latrobe (C) (Vic.),No,No,17_to_25,Weekday,Day,1
20213125,Qld,8,2021,Wednesday,6:00,Multiple,No,Yes,No,100,Motorcycle rider,Male,25,Major Cities of Australia,Gold Coast (C),No,No,17_to_25,Weekday,Day,1
20213132,Qld,8,2021,Monday,8:00,Multiple,No,No,Yes,100,Driver,Male,77,Outer Regional Australia,Banana (S),No,No,75_or_older,Weekday,Day,1
20211147,NSW,8,2021,Wednesday,13:00,Single,No,No,No,80,Driver,Female,86,Inner Regional Australia,Port Stephens,No,No,75_or_older,Weekday,Day,1
20214008,SA,8,2021,Thursday,14:00,Single,No,No,No,100,Driver,Male,90,Outer Regional Australia,Tatiara (DC),No,No,75_or_older,Weekday,Day,1
20214008,SA,8,2021,Thursday,14:00,Single,No,No,No,100,Passenger,Female,85,Outer Regional Australia,Tatiara (DC),No,No,75_or_older,Weekday,Day,1
20211123,NSW,8,2021,Monday,14:00,Single,No,Yes,No,60,Driver,Male,76,Inner Regional Australia,Wagga Wagga,No,No,75_or_older,Weekday,Day,1
20211021,NSW,8,2021,Friday,15:00,Single,No,No,No,80,Driver,Male,82,Inner Regional Australia,Mid-Coast,No,No,75_or_older,Weekday,Day,1
20212150,Vic,8,2021,Sunday,19:00,Single,No,No,No,60,Pedestrian,Male,49,Major Cities of Australia,Banyule (C),No,No,40_to_64,Weekend,Night,1
20217021,NT,8,2021,Saturday,19:00,Single,No,No,No,50,Pedestrian,Male,15,Outer Regional Australia,Darwin (C),No,No,0_to_16,Weekend,Night,1
20212005,Vic,8,2021,Sunday,17:00,Single,No,No,No,80,Pedestrian,Male,16,Major Cities of Australia,Kingston (C) (Vic.),No,No,0_to_16,Weekend,Day,1
20212055,Vic,8,2021,Wednesday,11:00,Single,No,No,No,60,Pedestrian,Female,63,Major Cities of Australia,Glen Eira (C),No,No,40_to_64,Weekday,Day,1
20212028,Vic,8,2021,Wednesday,16:00,Single,No,Yes,No,50,Pedestrian,Male,80,Major Cities of Australia,Cardinia (S),No,No,75_or_older,Weekday,Day,1
20212143,Vic,8,2021,Monday,11:00,Single,No,No,No,,Pedestrian,Female,80,Major Cities of Australia,Hume (C),No,No,75_or_older,Weekday,Day,1
20216019,Tas,8,2021,Tuesday,11:00,Single,No,Yes,No,50,Pedestrian,Female,79,Outer Regional Australia,Burnie (C),No,No,75_or_older,Weekday,Day,1
20213010,Qld,8,2021,Tuesday,3:00,Single,No,No,No,60,Pedestrian,Male,77,Major Cities of Australia,Gold Coast (C),No,No,75_or_older,Weekday,Night,1
20213023,Qld,8,2021,Monday,20:00,Multiple,No,No,No,110,Pedestrian,Male,17,Major Cities of Australia,Sunshine Coast (R),No,No,17_to_25,Weekday,Night,1
20213020,Qld,7,2021,Saturday,2:00,Single,No,No,No,60,Driver,Female,31,Outer Regional Australia,Gympie (R),No,No,26_to_39,Weekend,Night,1
20213040,Qld,7,2021,Saturday,2:00,Single,No,No,No,60,Driver,Male,35,Remote Australia,Isaac (R),No,No,26_to_39,Weekend,Night,1
20211135,NSW,7,2021,Saturday,2:00,Single,No,No,No,60,Motorcycle rider,Male,40,Major Cities of Australia,Penrith,No,No,40_to_64,Weekend,Night,1
20212074,Vic,7,2021,Saturday,19:00,Single,No,No,Yes,100,Driver,Male,52,Inner Regional Australia,Northern Grampians (S),No,No,40_to_64,Weekend,Night,1
20214025,SA,7,2021,Friday,22:00,Multiple,No,No,No,110,Driver,Male,19,Outer Regional Australia,Wattle Range (DC),No,No,17_to_25,Weekend,Night,1
20212154,Vic,7,2021,Friday,20:00,Single,No,No,No,100,Driver,Male,22,Inner Regional Australia,Macedon Ranges (S),No,No,17_to_25,Weekend,Night,1
20213059,Qld,7,2021,Friday,23:00,Multiple,No,No,No,60,Passenger,Female,20,Outer Regional Australia,Cairns (R),No,No,17_to_25,Weekend,Night,1
20212008,Vic,7,2021,Monday,3:00,Multiple,No,No,No,100,Pedestrian,Female,63,Major Cities of Australia,Casey (C),No,No,40_to_64,Weekend,Night,1
20213162,Qld,7,2021,Saturday,20:00,Multiple,No,No,No,70,Motorcycle rider,Male,17,Inner Regional Australia,Noosa (S),No,No,17_to_25,Weekend,Night,1
20213070,Qld,7,2021,Friday,22:00,Multiple,No,No,No,60,Driver,Male,18,Major Cities of Australia,Moreton Bay (R),No,No,17_to_25,Weekend,Night,1
20212048,Vic,7,2021,Sunday,3:00,Single,No,No,No,100,Driver,Male,27,Inner Regional Australia,Wellington (S),No,No,26_to_39,Weekend,Night,1
20213007,Qld,7,2021,Friday,18:00,Multiple,No,No,No,110,Driver,Male,59,Remote Australia,Charters Towers (R),No,No,40_to_64,Weekend,Night,1
20213007,Qld,7,2021,Friday,18:00,Multiple,No,No,No,110,Driver,Male,45,Remote Australia,Charters Towers (R),No,No,40_to_64,Weekend,Night,1
20213007,Qld,7,2021,Friday,18:00,Multiple,No,No,No,110,Passenger,Male,58,Remote Australia,Charters Towers (R),No,No,40_to_64,Weekend,Night,1
20217008,NT,7,2021,Sunday,4:00,Single,No,No,No,130,Passenger,Female,30,Very Remote Australia,Barkly (R),No,No,26_to_39,Weekend,Night,1
20213058,Qld,7,2021,Saturday,22:00,Single,No,No,No,70,Passenger,Female,28,Major Cities of Australia,Logan (C),No,No,26_to_39,Weekend,Night,1
20212040,Vic,7,2021,Sunday,1:00,Single,No,No,No,60,Driver,Male,18,Major Cities of Australia,Whittlesea (C),No,No,17_to_25,Weekend,Night,1
20212040,Vic,7,2021,Sunday,1:00,Single,No,No,No,60,Passenger,Male,18,Major Cities of Australia,Whittlesea (C),No,No,17_to_25,Weekend,Night,1
20216018,Tas,7,2021,Thursday,20:00,Single,No,No,No,60,Passenger,Male,33,Very Remote Australia,King Island (M),No,No,26_to_39,Weekday,Night,1
20211145,NSW,7,2021,Friday,20:00,Multiple,No,Yes,No,100,Pedestrian,Male,15,Inner Regional Australia,Orange,No,No,0_to_16,Weekend,Night,1
20212162,Vic,7,2021,Wednesday,1:00,Single,No,No,No,70,Passenger,Male,17,Major Cities of Australia,Whitehorse (C),No,No,17_to_25,Weekday,Night,1
20213085,Qld,7,2021,Tuesday,21:00,Single,No,No,No,80,Motorcycle rider,Male,31,Major Cities of Australia,Logan (C),No,No,26_to_39,Weekday,Night,1
20213080,Qld,7,2021,Sunday,10:00,Single,No,No,No,100,Driver,Female,60,Outer Regional Australia,Whitsunday (R),No,No,40_to_64,Weekend,Day,1
20214051,SA,7,2021,Saturday,7:00,Single,No,No,No,60,Passenger,Female,51,Outer Regional Australia,Kingston (DC) (SA),No,No,40_to_64,Weekend,Day,1
20216001,Tas,7,2021,Sunday,11:00,Multiple,No,No,No,110,Passenger,Female,46,Outer Regional Australia,Meander Valley (M),No,No,40_to_64,Weekend,Day,1
20216001,Tas,7,2021,Sunday,11:00,Multiple,No,No,No,110,Driver,Male,46,Outer Regional Australia,Meander Valley (M),No,No,40_to_64,Weekend,Day,1
20213153,Qld,7,2021,Sunday,10:00,Single,No,No,No,100,Motorcycle rider,Male,55,Inner Regional Australia,Livingstone (S),No,No,40_to_64,Weekend,Day,1
20212018,Vic,7,2021,Saturday,13:00,Single,No,No,No,110,Passenger,Male,67,Outer Regional Australia,Buloke (S),No,No,65_to_74,Weekend,Day,1
20213100,Qld,7,2021,Saturday,11:00,Single,No,No,No,100,Driver,Female,39,Inner Regional Australia,Somerset (R),No,No,26_to_39,Weekend,Day,1
