Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,National LGA Name 2017,Christmas Period,Easter Period,Age_Group,Day of week,Time of day,Case
20203024,Qld,10,2020,Friday,11:00,Single,No,No,No,90,Driver,Female,29,Inner Regional Australia,Logan (C),No,No,26_to_39,Weekday,Day,1
20203034,Qld,10,2020,Friday,16:00,Single,No,No,No,80,Motorcycle rider,Male,39,Major Cities of Australia,Logan (C),No,No,26_to_39,Weekday,Day,1
20203118,Qld,10,2020,Thursday,23:00,Single,No,No,No,80,Driver,Male,22,Major Cities of Australia,Sunshine Coast (R),No,No,17_to_25,Weekday,Night,1
20206027,Tas,10,2020,Wednesday,20:00,Multiple,No,No,No,80,Driver,Female,83,Inner Regional Australia,Clarence (C),No,No,75_or_older,Weekday,Night,1
20204056,SA,10,2020,Tuesday,23:00,Single,No,No,No,60,Driver,Male,80,Major Cities of Australia,Charles Sturt (C),No,No,75_or_older,Weekday,Night,1
20203136,Qld,10,2020,Wednesday,8:00,Multiple,No,No,No,100,Driver,Female,79,Outer Regional Australia,Whitsunday (R),No,No,75_or_older,Weekday,Day,1
20206015,Tas,10,2020,Friday,12:00,Multiple,No,No,No,110,Passenger,Female,15,Outer Regional Australia,Northern Midlands (M),No,No,0_to_16,Weekday,Day,1
20203164,Qld,10,2020,Saturday,20:00,Single,No,No,No,110,Pedestrian,Female,32,Major Cities of Australia,Gold Coast (C),No,No,26_to_39,Weekend,Night,1
20201084,NSW,10,2020,Saturday,2:00,Single,No,Yes,No,110,Pedestrian,Male,39,Outer Regional Australia,Cootamundra-Gundagai,No,No,26_to_39,Weekend,Night,1
20203174,Qld,10,2020,Sunday,18:00,Single,No,No,No,70,Pedestrian,Male,59,Major Cities of Australia,Brisbane (C),No,No,40_to_64,Weekend,Night,1
20207004,NT,10,2020,Friday,21:00,Single,No,No,No,70,Pedestrian,Male,37,Outer Regional Australia,Darwin (C),No,No,26_to_39,Weekend,Night,1
20203023,Qld,10,2020,Sunday,18:00,Single,No,No,Yes,110,Pedestrian,Female,47,Inner Regional Australia,Gympie (R),No,No,40_to_64,Weekend,Night,1
20201179,NSW,10,2020,Wednesday,3:00,Single,No,No,No,50,Driver,Male,18,Major Cities of Australia,Cumberland,No,No,17_to_25,Weekday,Night,1
20201017,NSW,10,2020,Thursday,21:00,Single,No,No,No,100,Driver,Male,23,Outer Regional Australia,Greater Hume,No,No,17_to_25,Weekday,Night,1
20204075,SA,10,2020,Thursday,2:00,Single,No,No,No,80,Driver,Male,22,Major Cities of Australia,Playford (C),No,No,17_to_25,Weekday,Night,1
20204012,SA,10,2020,Saturday,15:00,Single,No,No,No,50,Pedestrian,Female,37,Major Cities of Australia,Onkaparinga (C),No,No,26_to_39,Weekend,Day,1
20203239,Qld,10,2020,Thursday,21:00,Multiple,No,No,No,80,Driver,Male,25,Major Cities of Australia,Logan (C),No,No,17_to_25,Weekday,Night,1
20202164,Vic,10,2020,Sunday,11:00,Single,No,No,No,50,Pedestrian,Male,73,Major Cities of Australia,Hume (C),No,No,65_to_74,Weekend,Day,1
20203183,Qld,10,2020,Thursday,22:00,Multiple,No,No,No,110,Driver,Male,28,Inner Regional Australia,Gympie (R),No,No,26_to_39,Weekday,Night,1
20202017,Vic,10,2020,Wednesday,7:00,Single,No,No,No,110,Pedestrian,Male,59,Inner Regional Australia,Pyrenees (S),No,No,40_to_64,Weekday,Day,1
20201004,NSW,10,2020,Tuesday,9:00,Single,No,No,No,50,Pedestrian,Male,92,Major Cities of Australia,Bayside,No,No,75_or_older,Weekday,Day,1
20201106,NSW,9,2020,Saturday,23:00,Multiple,No,No,No,60,Motorcycle rider,Female,27,Major Cities of Australia,Liverpool,No,No,26_to_39,Weekend,Night,1
20202114,Vic,9,2020,Monday,3:00,Multiple,No,No,No,60,Passenger,Male,16,Inner Regional Australia,Greater Bendigo (C),No,No,0_to_16,Weekend,Night,1
20203049,Qld,9,2020,Sunday,18:00,Single,No,No,No,100,Passenger,Female,23,Very Remote Australia,Central Highlands (R) (Qld),No,No,17_to_25,Weekend,Night,1
20202063,Vic,9,2020,Friday,22:00,Single,No,No,No,100,Driver,Female,60,Inner Regional Australia,South Gippsland (S),No,No,40_to_64,Weekend,Night,1
20201228,NSW,9,2020,Friday,23:00,Single,No,No,No,100,Driver,Male,58,Outer Regional Australia,Weddin,No,No,40_to_64,Weekend,Night,1
20203169,Qld,9,2020,Saturday,22:00,Single,No,No,No,100,Driver,Male,57,Outer Regional Australia,Livingstone (S),No,No,40_to_64,Weekend,Night,1
20203106,Qld,9,2020,Saturday,20:00,Multiple,No,No,No,60,Driver,Male,22,Outer Regional Australia,Yarrabah (S),No,No,17_to_25,Weekend,Night,1
20203178,Qld,9,2020,Friday,21:00,Single,No,No,No,60,Driver,Male,31,Major Cities of Australia,Ipswich (C),No,No,26_to_39,Weekend,Night,1
20202091,Vic,9,2020,Wednesday,23:00,Single,No,No,No,100,Driver,Male,61,Inner Regional Australia,Corangamite (S),No,No,40_to_64,Weekday,Night,1
20203106,Qld,9,2020,Saturday,20:00,Multiple,No,No,No,60,Driver,Male,50,Outer Regional Australia,Yarrabah (S),No,No,40_to_64,Weekend,Night,1
20202097,Vic,9,2020,Saturday,22:00,Multiple,No,No,No,80,Driver,Male,21,Major Cities of Australia,Wyndham (C),No,No,17_to_25,Weekend,Night,1
20201160,NSW,9,2020,Wednesday,23:00,Single,No,No,No,100,Driver,Male,31,Outer Regional Australia,Wagga Wagga,No,No,26_to_39,Weekday,Night,1
20203250,Qld,9,2020,Saturday,13:00,Single,No,No,No,100,Driver,Male,30,Outer Regional Australia,Gympie (R),No,No,26_to_39,Weekend,Day,1
20201099,NSW,9,2020,Saturday,10:00,Multiple,No,No,No,80,Motorcycle rider,Male,52,Inner Regional Australia,Cessnock,No,No,40_to_64,Weekend,Day,1
20202179,Vic,9,2020,Saturday,9:00,Single,No,No,No,100,Driver,Male,21,Inner Regional Australia,Campaspe (S),No,No,17_to_25,Weekend,Day,1
20201098,NSW,9,2020,Saturday,12:00,Multiple,No,No,No,100,Passenger,Female,4,Outer Regional Australia,Walcha,No,No,0_to_16,Weekend,Day,1
20203199,Qld,9,2020,Sunday,12:00,Multiple,No,No,No,80,Driver,Male,56,Outer Regional Australia,Burdekin (S),No,No,40_to_64,Weekend,Day,1
20202078,Vic,9,2020,Saturday,14:00,Multiple,No,No,No,70,Driver,Female,64,Inner Regional Australia,Macedon Ranges (S),No,No,40_to_64,Weekend,Day,1
20203091,Qld,9,2020,Sunday,6:00,Multiple,No,No,Yes,100,Driver,Male,18,Outer Regional Australia,Cassowary Coast (R),No,No,17_to_25,Weekend,Day,1
20201016,NSW,9,2020,Friday,18:00,Multiple,No,No,No,100,Driver,Female,69,Inner Regional Australia,Coffs Harbour,No,No,65_to_74,Weekend,Night,1
20203120,Qld,9,2020,Sunday,9:00,Multiple,No,No,No,100,Driver,Male,52,Outer Regional Australia,Townsville (C),No,No,40_to_64,Weekend,Day,1
20201098,NSW,9,2020,Saturday,12:00,Multiple,No,No,No,100,Driver,Female,72,Outer Regional Australia,Walcha,No,No,65_to_74,Weekend,Day,1
20201189,NSW,9,2020,Saturday,7:00,Multiple,No,Yes,No,80,Motorcycle rider,Male,70,Inner Regional Australia,The Hills,No,No,65_to_74,Weekend,Day,1
20203199,Qld,9,2020,Sunday,12:00,Multiple,No,No,No,80,Driver,Male,72,Outer Regional Australia,Burdekin (S),No,No,65_to_74,Weekend,Day,1
20203199,Qld,9,2020,Sunday,12:00,Multiple,No,No,No,80,Passenger,Female,70,Outer Regional Australia,Burdekin (S),No,No,65_to_74,Weekend,Day,1
20203073,Qld,9,2020,Saturday,11:00,Single,No,No,No,60,Driver,Female,72,Inner Regional Australia,South Burnett (R),No,No,65_to_74,Weekend,Day,1
20202068,Vic,9,2020,Sunday,8:00,Single,No,No,No,100,Driver,Male,20,Outer Regional Australia,Buloke (S),No,No,17_to_25,Weekend,Day,1
20202165,Vic,9,2020,Saturday,17:00,Single,No,No,No,100,Passenger,Male,21,Inner Regional Australia,Greater Shepparton (C),No,No,17_to_25,Weekend,Day,1
20201089,NSW,9,2020,Thursday,15:00,Single,No,No,No,70,Driver,Male,38,Major Cities of Australia,Liverpool,No,No,26_to_39,Weekday,Day,1
20208002,ACT,9,2020,Sunday,11:00,Multiple,No,No,No,80,Passenger,Male,30,Major Cities of Australia,Unincorporated ACT,No,No,26_to_39,Weekend,Day,1
20201136,NSW,9,2020,Saturday,16:00,Single,No,No,No,100,Motorcycle rider,Male,28,Inner Regional Australia,Eurobodalla,No,No,26_to_39,Weekend,Day,1
20201164,NSW,9,2020,Monday,17:00,Single,No,No,No,100,Driver,Female,31,Outer Regional Australia,Mid-Western Regional,No,No,26_to_39,Weekday,Day,1
20201182,NSW,9,2020,Sunday,23:00,Single,No,No,No,70,Passenger,Male,22,Major Cities of Australia,Canterbury-Bankstown,No,No,17_to_25,Weekend,Night,1
20201182,NSW,9,2020,Sunday,23:00,Single,No,No,No,70,Driver,Male,23,Major Cities of Australia,Canterbury-Bankstown,No,No,17_to_25,Weekend,Night,1
20204057,SA,9,2020,Sunday,20:00,Multiple,No,No,No,100,Driver,Female,21,Outer Regional Australia,Port Pirie City and Dists (M),No,No,17_to_25,Weekend,Night,1
20203072,Qld,9,2020,Tuesday,9:00,Multiple,Yes,No,No,60,Motorcycle rider,Male,45,Major Cities of Australia,Brisbane (C),No,No,40_to_64,Weekday,Day,1
20203112,Qld,9,2020,Tuesday,7:00,Multiple,No,No,Yes,80,Driver,Female,45,Outer Regional Australia,Cairns (R),No,No,40_to_64,Weekday,Day,1
20202188,Vic,9,2020,Wednesday,6:00,Single,No,No,No,80,Driver,Male,46,Major Cities of Australia,Knox (C),No,No,40_to_64,Weekday,Day,1
20203213,Qld,9,2020,Friday,21:00,Single,No,No,No,100,Driver,Male,25,Outer Regional Australia,North Burnett (R),No,No,17_to_25,Weekend,Night,1
20201030,NSW,9,2020,Monday,9:00,Multiple,No,No,No,70,Motorcycle rider,Female,52,Major Cities of Australia,Central Coast,No,No,40_to_64,Weekday,Day,1
20203146,Qld,9,2020,Sunday,0:00,Single,No,No,No,60,Driver,Male,25,Inner Regional Australia,Bundaberg (R),No,No,17_to_25,Weekend,Night,1
20201157,NSW,9,2020,Tuesday,17:00,Multiple,Yes,No,No,40,Motorcycle rider,Male,43,Major Cities of Australia,Sydney,No,No,40_to_64,Weekday,Day,1
20208001,ACT,9,2020,Tuesday,7:00,Single,No,No,No,100,Driver,Male,40,Inner Regional Australia,Unincorporated ACT,No,No,40_to_64,Weekday,Day,1
20204081,SA,9,2020,Wednesday,12:00,Single,No,No,No,80,Motorcycle rider,Male,31,Inner Regional Australia,Adelaide Hills (DC),No,No,26_to_39,Weekday,Day,1
20203039,Qld,9,2020,Sunday,19:00,Multiple,No,No,Yes,100,Driver,Female,28,Inner Regional Australia,Fraser Coast (R),No,No,26_to_39,Weekend,Night,1
20203204,Qld,9,2020,Friday,18:00,Single,No,No,No,80,Motorcycle rider,Male,29,Major Cities of Australia,Moreton Bay (R),No,No,26_to_39,Weekend,Night,1
20202097,Vic,9,2020,Saturday,22:00,Multiple,No,No,No,80,Driver,Male,27,Major Cities of Australia,Wyndham (C),No,No,26_to_39,Weekend,Night,1
20202177,Vic,9,2020,Monday,9:00,Single,No,No,No,50,Driver,Female,53,Inner Regional Australia,Greater Shepparton (C),No,No,40_to_64,Weekday,Day,1
20201121,NSW,9,2020,Wednesday,12:00,Multiple,No,No,Yes,50,Driver,Female,39,Major Cities of Australia,Bayside,No,No,26_to_39,Weekday,Day,1
20202146,Vic,9,2020,Tuesday,10:00,Multiple,No,No,No,100,Driver,Male,71,Inner Regional Australia,Ballarat (C),No,No,65_to_74,Weekday,Day,1
20201043,NSW,9,2020,Friday,14:00,Single,No,Yes,No,100,Driver,Male,68,Inner Regional Australia,Yass Valley,No,No,65_to_74,Weekday,Day,1
20203020,Qld,9,2020,Wednesday,19:00,Single,No,No,No,100,Driver,Male,38,Remote Australia,Cook (S),No,No,26_to_39,Weekday,Night,1
20201200,NSW,9,2020,Thursday,19:00,Multiple,No,No,No,60,Motorcycle rider,Male,36,Major Cities of Australia,Inner West,No,No,26_to_39,Weekday,Night,1
20203012,Qld,9,2020,Monday,15:00,Multiple,No,No,No,60,Driver,Male,76,Inner Regional Australia,Southern Downs (R),No,No,75_or_older,Weekday,Day,1
20201236,NSW,9,2020,Tuesday,10:00,Multiple,No,No,No,100,Passenger,Female,97,Inner Regional Australia,Shoalhaven,No,No,75_or_older,Weekday,Day,1
20203235,Qld,9,2020,Thursday,23:00,Single,No,No,No,100,Driver,Male,31,Outer Regional Australia,Toowoomba (R),No,No,26_to_39,Weekday,Night,1
20204058,SA,9,2020,Monday,10:00,Multiple,No,No,No,100,Driver,Male,75,Major Cities of Australia,Light (RegC),No,No,75_or_older,Weekday,Day,1
20201072,NSW,9,2020,Wednesday,5:00,Multiple,No,No,No,70,Motorcycle rider,Male,45,Major Cities of Australia,Cumberland,No,No,40_to_64,Weekday,Night,1
20203100,Qld,9,2020,Thursday,22:00,Single,No,No,No,100,Driver,Male,45,Very Remote Australia,Cloncurry (S),No,No,40_to_64,Weekday,Night,1
20203218,Qld,9,2020,Monday,18:00,Multiple,No,No,No,60,Driver,Male,50,Major Cities of Australia,Brisbane (C),No,No,40_to_64,Weekday,Night,1
20201031,NSW,9,2020,Thursday,22:00,Multiple,No,No,Yes,110,Driver,Male,57,Inner Regional Australia,Yass Valley,No,No,40_to_64,Weekday,Night,1
20203180,Qld,9,2020,Friday,9:00,Single,No,No,No,70,Driver,Male,21,Outer Regional Australia,Mareeba (S),No,No,17_to_25,Weekday,Day,1
20202169,Vic,9,2020,Tuesday,17:00,Single,No,No,No,60,Other/-9,Female,20,Major Cities of Australia,Boroondara (C),No,No,17_to_25,Weekday,Day,1
20201081,NSW,9,2020,Monday,10:00,Multiple,No,No,No,80,Driver,Male,84,Inner Regional Australia,Clarence Valley,No,No,75_or_older,Weekday,Day,1
20201008,NSW,9,2020,Monday,12:00,Multiple,No,No,No,50,Driver,Female,83,Major Cities of Australia,Randwick,No,No,75_or_older,Weekday,Day,1
20201020,NSW,9,2020,Tuesday,10:00,Single,No,No,No,100,Driver,Male,84,Remote Australia,Narrabri,No,No,75_or_older,Weekday,Day,1
20201205,NSW,9,2020,Monday,22:00,Multiple,No,No,No,70,Driver,Female,22,Major Cities of Australia,Cumberland,No,No,17_to_25,Weekday,Night,1
20201057,NSW,9,2020,Monday,19:00,Single,No,No,No,50,Driver,Male,17,Inner Regional Australia,Lismore,No,No,17_to_25,Weekday,Night,1
20201107,NSW,9,2020,Monday,18:00,Single,No,No,No,50,Driver,Male,32,Very Remote Australia,Walgett,No,No,26_to_39,Weekday,Night,1
20201111,NSW,9,2020,Monday,15:00,Single,No,No,No,40,Pedestrian,Male,55,Major Cities of Australia,Parramatta,No,No,40_to_64,Weekday,Day,1
20201001,NSW,9,2020,Saturday,3:00,Single,No,No,Yes,100,Pedestrian,Male,26,Inner Regional Australia,Mid-Coast,No,No,26_to_39,Weekend,Night,1
20202073,Vic,9,2020,Wednesday,19:00,Single,No,No,No,50,Pedestrian,Male,1,Inner Regional Australia,Greater Bendigo (C),No,No,0_to_16,Weekday,Night,1
20206023,Tas,8,2020,Sunday,0:00,Multiple,No,No,No,60,Motorcycle rider,Male,28,Inner Regional Australia,Launceston (C),No,No,26_to_39,Weekend,Night,1
20207022,NT,8,2020,Saturday,22:00,Single,No,No,No,110,Passenger,Female,39,Very Remote Australia,MacDonnell (R),No,No,26_to_39,Weekend,Night,1
20203058,Qld,8,2020,Sunday,1:00,Single,No,No,No,50,Passenger,Male,18,Inner Regional Australia,Gympie (R),No,No,17_to_25,Weekend,Night,1
20201095,NSW,8,2020,Saturday,2:00,Multiple,No,No,No,50,Driver,Male,20,Outer Regional Australia,Hay,No,No,17_to_25,Weekend,Night,1
20201123,NSW,8,2020,Saturday,2:00,Single,No,No,No,60,Passenger,Male,19,Major Cities of Australia,Georges River,No,No,17_to_25,Weekend,Night,1
20203045,Qld,8,2020,Wednesday,0:00,Single,No,No,No,80,Passenger,Male,9,Inner Regional Australia,Gladstone (R),No,No,0_to_16,Weekday,Night,1
20203206,Qld,8,2020,Thursday,19:00,Single,No,No,No,60,Driver,Male,21,Inner Regional Australia,Gympie (R),No,No,17_to_25,Weekday,Night,1
20203059,Qld,8,2020,Monday,20:00,Single,No,No,No,100,Passenger,Female,17,Outer Regional Australia,Charters Towers (R),No,No,17_to_25,Weekday,Night,1
20204079,SA,8,2020,Wednesday,18:00,Single,No,No,No,60,Driver,Male,27,Major Cities of Australia,Holdfast Bay (C),No,No,26_to_39,Weekday,Night,1
20202160,Vic,8,2020,Thursday,5:00,Single,No,No,No,60,Driver,Male,27,Inner Regional Australia,Greater Shepparton (C),No,No,26_to_39,Weekday,Night,1
20201262,NSW,8,2020,Monday,5:00,Single,No,No,No,100,Driver,Male,27,Inner Regional Australia,Lithgow,No,No,26_to_39,Weekend,Night,1
20203002,Qld,8,2020,Sunday,9:00,Multiple,No,No,No,60,Motorcycle rider,Male,49,Major Cities of Australia,Moreton Bay (R),No,No,40_to_64,Weekend,Day,1
20202129,Vic,8,2020,Saturday,9:00,Multiple,No,No,No,100,Pedal cyclist,Male,54,Inner Regional Australia,Hepburn (S),No,No,40_to_64,Weekend,Day,1
20203055,Qld,8,2020,Saturday,12:00,Single,No,No,No,100,Motorcycle rider,Male,49,Inner Regional Australia,Scenic Rim (R),No,No,40_to_64,Weekend,Day,1
20207028,NT,8,2020,Saturday,17:00,Single,No,No,No,130,Passenger,Male,52,Very Remote Australia,Barkly (R),No,No,40_to_64,Weekend,Day,1
20202042,Vic,8,2020,Saturday,13:00,Single,No,No,No,100,Motorcycle rider,Male,48,Inner Regional Australia,Indigo (S),No,No,40_to_64,Weekend,Day,1
20203238,Qld,8,2020,Sunday,17:00,Multiple,No,No,No,60,Passenger,Female,17,Major Cities of Australia,Gold Coast (C),No,No,17_to_25,Weekend,Day,1
20203238,Qld,8,2020,Sunday,17:00,Multiple,No,No,No,60,Driver,Male,21,Major Cities of Australia,Gold Coast (C),No,No,17_to_25,Weekend,Day,1
20203238,Qld,8,2020,Sunday,17:00,Multiple,No,No,No,60,Passenger,Male,21,Major Cities of Australia,Gold Coast (C),No,No,17_to_25,Weekend,Day,1
20206028,Tas,8,2020,Saturday,11:00,Multiple,No,No,No,80,Driver,Female,50,Outer Regional Australia,Huon Valley (M),No,No,40_to_64,Weekend,Day,1
20203096,Qld,8,2020,Saturday,10:00,Multiple,No,No,No,90,Driver,Female,51,Inner Regional Australia,Moreton Bay (R),No,No,40_to_64,Weekend,Day,1
20202003,Vic,8,2020,Saturday,13:00,Multiple,No,No,No,60,Motorcycle rider,Male,50,Major Cities of Australia,Mornington Peninsula (S),No,No,40_to_64,Weekend,Day,1
20201264,NSW,8,2020,Saturday,10:00,Single,No,No,No,80,Driver,Male,57,Outer Regional Australia,Kempsey,No,No,40_to_64,Weekend,Day,1
20201073,NSW,8,2020,Saturday,17:00,Single,No,No,No,100,Passenger,Male,51,Outer Regional Australia,Griffith,No,No,40_to_64,Weekend,Day,1
20201073,NSW,8,2020,Saturday,17:00,Single,No,No,No,100,Driver,Male,52,Outer Regional Australia,Griffith,No,No,40_to_64,Weekend,Day,1
20203170,Qld,8,2020,Sunday,10:00,Multiple,No,No,No,80,Pedal cyclist,Female,55,Major Cities of Australia,Moreton Bay (R),No,No,40_to_64,Weekend,Day,1
20207016,NT,8,2020,Sunday,16:00,Single,No,No,No,100,Passenger,Female,7,Very Remote Australia,West Arnhem (R),No,No,0_to_16,Weekend,Day,1
20203163,Qld,8,2020,Sunday,11:00,Single,No,No,No,100,Motorcycle rider,Male,71,Inner Regional Australia,Scenic Rim (R),No,No,65_to_74,Weekend,Day,1
20201079,NSW,8,2020,Saturday,8:00,Multiple,No,No,Yes,100,Driver,Male,65,Inner Regional Australia,Eurobodalla,No,No,65_to_74,Weekend,Day,1
20201256,NSW,8,2020,Sunday,16:00,Multiple,No,No,Yes,100,Driver,Female,75,Inner Regional Australia,Wagga Wagga,No,No,75_or_older,Weekend,Day,1
20201256,NSW,8,2020,Sunday,16:00,Multiple,No,No,Yes,100,Passenger,Male,78,Inner Regional Australia,Wagga Wagga,No,No,75_or_older,Weekend,Day,1
20201175,NSW,8,2020,Saturday,16:00,Multiple,No,No,No,70,Driver,Male,84,Major Cities of Australia,Penrith,No,No,75_or_older,Weekend,Day,1
20207028,NT,8,2020,Saturday,17:00,Single,No,No,No,130,Driver,Male,18,Very Remote Australia,Barkly (R),No,No,17_to_25,Weekend,Day,1
20203046,Qld,8,2020,Sunday,13:00,Multiple,No,No,No,100,Motorcycle rider,Male,32,Inner Regional Australia,Bundaberg (R),No,No,26_to_39,Weekend,Day,1
20202103,Vic,8,2020,Saturday,15:00,Single,No,No,No,110,Driver,Male,28,Inner Regional Australia,Ballarat (C),No,No,26_to_39,Weekend,Day,1
20202090,Vic,8,2020,Sunday,11:00,Single,No,No,No,100,Driver,Male,28,Inner Regional Australia,South Gippsland (S),No,No,26_to_39,Weekend,Day,1
20206012,Tas,8,2020,Saturday,14:00,Multiple,No,No,No,100,Driver,Male,82,Inner Regional Australia,West Tamar (M),No,No,75_or_older,Weekend,Day,1
20206012,Tas,8,2020,Saturday,14:00,Multiple,No,No,No,100,Passenger,Female,81,Inner Regional Australia,West Tamar (M),No,No,75_or_older,Weekend,Day,1
20202053,Vic,8,2020,Tuesday,8:00,Single,No,No,No,100,Driver,Male,31,Inner Regional Australia,Alpine (S),No,No,26_to_39,Weekday,Day,1
20201116,NSW,8,2020,Monday,16:00,Multiple,No,No,No,60,Pedestrian,Male,60,Inner Regional Australia,Wagga Wagga,No,No,40_to_64,Weekday,Day,1
20203249,Qld,8,2020,Thursday,12:00,Multiple,No,No,Yes,80,Passenger,Male,52,Inner Regional Australia,Scenic Rim (R),No,No,40_to_64,Weekday,Day,1
20203249,Qld,8,2020,Thursday,12:00,Multiple,No,No,Yes,80,Driver,Male,41,Inner Regional Australia,Scenic Rim (R),No,No,40_to_64,Weekday,Day,1
20203079,Qld,8,2020,Thursday,9:00,Single,No,No,No,110,Driver,Male,50,Major Cities of Australia,Sunshine Coast (R),No,No,40_to_64,Weekday,Day,1
20202128,Vic,8,2020,Monday,10:00,Multiple,No,No,No,100,Pedal cyclist,Female,41,Inner Regional Australia,Mornington Peninsula (S),No,No,40_to_64,Weekday,Day,1
20201139,NSW,8,2020,Friday,6:00,Single,No,No,No,80,Driver,Male,51,Inner Regional Australia,Cessnock,No,No,40_to_64,Weekday,Day,1
20206006,Tas,8,2020,Thursday,8:00,Multiple,Yes,No,No,90,Driver,Male,42,Inner Regional Australia,Kingborough (M),No,No,40_to_64,Weekday,Day,1
20203140,Qld,8,2020,Wednesday,15:00,Single,No,No,No,80,Driver,Male,29,Outer Regional Australia,Cairns (R),No,No,26_to_39,Weekday,Day,1
20203236,Qld,8,2020,Friday,11:00,Multiple,No,No,No,70,Pedal cyclist,Male,14,Major Cities of Australia,Logan (C),No,No,0_to_16,Weekday,Day,1
20201130,NSW,8,2020,Monday,12:00,Single,No,No,No,90,Driver,Male,33,Inner Regional Australia,Eurobodalla,No,No,26_to_39,Weekday,Day,1
20201165,NSW,8,2020,Tuesday,10:00,Single,Yes,No,No,100,Driver,Female,69,Inner Regional Australia,Cabonne,No,No,65_to_74,Weekday,Day,1
20203244,Qld,8,2020,Tuesday,14:00,Multiple,No,Yes,No,80,Driver,Female,72,Inner Regional Australia,Fraser Coast (R),No,No,65_to_74,Weekday,Day,1
20204073,SA,8,2020,Friday,14:00,Multiple,No,Yes,No,100,Driver,Female,70,Inner Regional Australia,Alexandrina (DC),No,No,65_to_74,Weekday,Day,1
20201120,NSW,8,2020,Monday,18:00,Multiple,No,No,No,70,Driver,Male,26,Major Cities of Australia,Newcastle,No,No,26_to_39,Weekday,Night,1
20203138,Qld,8,2020,Wednesday,13:00,Single,No,No,No,100,Passenger,Female,87,Inner Regional Australia,Gympie (R),No,No,75_or_older,Weekday,Day,1
20203085,Qld,8,2020,Tuesday,19:00,Single,No,No,No,70,Passenger,Female,17,Major Cities of Australia,Moreton Bay (R),No,No,17_to_25,Weekday,Night,1
20201055,NSW,8,2020,Wednesday,14:00,Multiple,No,No,No,50,Driver,Female,77,Inner Regional Australia,Port Stephens,No,No,75_or_older,Weekday,Day,1
20201055,NSW,8,2020,Wednesday,14:00,Multiple,No,No,No,50,Passenger,Male,80,Inner Regional Australia,Port Stephens,No,No,75_or_older,Weekday,Day,1
20203045,Qld,8,2020,Wednesday,0:00,Single,No,No,No,80,Driver,Female,48,Inner Regional Australia,Gladstone (R),No,No,40_to_64,Weekday,Night,1
20204073,SA,8,2020,Friday,14:00,Multiple,No,Yes,No,100,Passenger,Female,84,Inner Regional Australia,Alexandrina (DC),No,No,75_or_older,Weekday,Day,1
20202159,Vic,8,2020,Friday,14:00,Single,No,No,No,60,Passenger,Female,85,Major Cities of Australia,Kingston (C) (Vic.),No,No,75_or_older,Weekday,Day,1
20201080,NSW,8,2020,Tuesday,23:00,Multiple,No,No,No,100,Driver,Male,50,Major Cities of Australia,Tweed,No,No,40_to_64,Weekday,Night,1
20201011,NSW,8,2020,Monday,18:00,Multiple,No,No,No,80,Driver,Male,43,Inner Regional Australia,Yass Valley,No,No,40_to_64,Weekday,Night,1
20206006,Tas,8,2020,Thursday,8:00,Multiple,Yes,No,No,90,Passenger,Female,2,Inner Regional Australia,Kingborough (M),No,No,0_to_16,Weekday,Day,1
20203076,Qld,8,2020,Tuesday,22:00,Single,No,No,No,100,Passenger,Female,49,Remote Australia,Central Highlands (R) (Qld),No,No,40_to_64,Weekday,Night,1
20204078,SA,8,2020,Friday,17:00,Single,No,No,No,50,Motorcycle rider,Male,24,Major Cities of Australia,Gawler (T),No,No,17_to_25,Weekday,Day,1
20202010,Vic,8,2020,Tuesday,17:00,Multiple,No,No,No,100,Passenger,Female,23,Outer Regional Australia,Mildura (RC),No,No,17_to_25,Weekday,Day,1
20201077,NSW,8,2020,Friday,6:00,Multiple,No,No,No,60,Motorcycle rider,Male,24,Major Cities of Australia,Liverpool,No,No,17_to_25,Weekday,Day,1
20201240,NSW,8,2020,Thursday,7:00,Multiple,No,No,No,70,Driver,Female,35,Major Cities of Australia,Sydney,No,No,26_to_39,Weekday,Day,1
20201194,NSW,8,2020,Wednesday,15:00,Multiple,No,No,No,100,Driver,Male,32,Outer Regional Australia,Inverell,No,No,26_to_39,Weekday,Day,1
20201250,NSW,8,2020,Friday,0:00,Single,No,No,No,60,Driver,Female,26,Major Cities of Australia,Sydney,No,No,26_to_39,Weekday,Night,1
20201237,NSW,8,2020,Wednesday,11:00,Single,No,No,No,100,Motorcycle rider,Male,78,Inner Regional Australia,Armidale Regional,No,No,75_or_older,Weekday,Day,1
20202115,Vic,8,2020,Sunday,18:00,Single,No,No,No,60,Pedestrian,Male,61,Major Cities of Australia,Greater Geelong (C),No,No,40_to_64,Weekend,Night,1
20203195,Qld,8,2020,Saturday,3:00,Single,No,No,No,80,Pedestrian,Male,39,Inner Regional Australia,Bundaberg (R),No,No,26_to_39,Weekend,Night,1
20203188,Qld,8,2020,Saturday,18:00,Single,No,No,No,60,Pedestrian,Male,35,Major Cities of Australia,Brisbane (C),No,No,26_to_39,Weekend,Night,1
20204067,SA,8,2020,Tuesday,19:00,Single,No,No,No,60,Pedestrian,Female,27,Major Cities of Australia,Marion (C),No,No,26_to_39,Weekday,Night,1
